Grand Parade	(7)
Fitzgerald's Park	(35)
Camden Quay	(31)
Kent Station	(1)
Pope's Quay	(5)
South Gate Bridge	(7)
Mercy Hospital	(4)
Bandfield	(10)
Grattan St.	(11)
South Main St.	(1)
