Fitzgerald's Park	(3)
Kent Station	(2)
South Gate Bridge	(5)
North Main St.	(6)
Clontarf Street	(5)
Mercy Hospital	(4)
South Main St.	(6)
Father Mathew Statue	(2)
Bus Station	(1)
